property_type,price,location,city,province_name,latitude,longitude,baths,purpose,bedrooms,Area Type,Area Size
Flat,6900000,E-11,Islamabad,Islamabad Capital,33.700993,72.971492,3,For Sale,3,Marla,5.6
Flat,7800000,E-11,Islamabad,Islamabad Capital,33.698244,72.984238,2,For Sale,2,Marla,6.2
Flat,3600000,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,1,For Sale,1,Marla,3.1
Flat,5000000,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,2,For Sale,2,Marla,4.0
Flat,6300000,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,3,For Sale,3,Marla,5.3
House,265000,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,7,For Rent,7,Kanal,2.0
House,18500000,Bahria Town,Lahore,Punjab,31.381706,74.19529399999999,0,For Sale,0,Marla,10.0
House,60000000,Satiana Road,Faisalabad,Punjab,31.372179,73.12559399999999,6,For Sale,6,Kanal,1.6
House,23000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.555451,73.13821800000001,6,For Sale,6,Marla,10.0
House,40000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.549693,73.13053599999999,8,For Sale,6,Kanal,1.0
House,9000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.485576,73.08393000000001,4,For Sale,3,Marla,5.0
House,37000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.555451,73.13821800000001,8,For Sale,6,Kanal,1.0
House,23000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.555594,73.133669,6,For Sale,5,Marla,12.0
House,39500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.55892,73.118649,7,For Sale,6,Kanal,1.0
House,21000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.555451,73.13821800000001,7,For Sale,5,Marla,10.0
House,37000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.55892,73.118649,5,For Sale,5,Kanal,1.0
House,37000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.550623,73.123112,7,For Sale,6,Kanal,1.0
House,37500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.555451,73.13821800000001,7,For Sale,5,Kanal,1.0
Flat,4800000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.550096,73.12381500000001,1,For Sale,1,Marla,3.8
House,35000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.550408000000004,73.115473,5,For Sale,5,Kanal,1.0
Flat,7500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.550096,73.12381500000001,2,For Sale,2,Marla,5.5
House,12800000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.495991,73.100195,4,For Sale,4,Marla,7.0
House,22000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.550623,73.123112,6,For Sale,5,Marla,10.0
House,38000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.550623,73.123112,7,For Sale,6,Kanal,1.0
House,40000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.55892,73.118649,8,For Sale,7,Kanal,1.5
House,6000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.498497,73.101182,2,For Sale,2,Marla,5.0
House,200000,Adiala Road,Rawalpindi,Punjab,33.550869,73.05618199999999,8,For Rent,8,Kanal,2.5
House,110000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.550408000000004,73.115473,7,For Rent,6,Kanal,1.0
House,60000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.549693,73.13053599999999,6,For Rent,5,Marla,10.0
House,70000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.531951,73.115215,5,For Rent,5,Marla,10.0
Flat,22000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.521053,73.10775600000001,2,For Rent,2,Marla,2.4
House,71000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.550408000000004,73.115473,9,For Rent,9,Marla,10.0
Flat,25000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.573152,73.110881,1,For Rent,1,Marla,2.2
House,35000000,Gulistan-e-Jauhar,Karachi,Sindh,24.914987564087,67.138702392578,8,For Sale,6,Marla,16.0
Flat,4500000,Gulistan-e-Jauhar,Karachi,Sindh,24.924636,67.141903,2,For Sale,2,Marla,4.8
House,30000000,Bahria Town,Islamabad,Islamabad Capital,33.695972999999995,73.215615,7,For Sale,6,Marla,10.0
House,21000000,Bahria Town,Islamabad,Islamabad Capital,33.550837268049,73.10628890991201,6,For Sale,5,Marla,10.0
Flat,8000000,Bahria Town,Islamabad,Islamabad Capital,33.692638,73.218813,2,For Sale,2,Marla,6.1
House,110000,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,6,For Rent,6,Marla,10.1
House,17600000,Bahria Town,Lahore,Punjab,31.374195,74.191482,6,For Sale,5,Marla,10.0
House,17500000,Bahria Town,Lahore,Punjab,31.374195,74.191482,6,For Sale,5,Marla,10.0
House,11800000,Bahria Town,Lahore,Punjab,31.374414,74.177749,4,For Sale,3,Marla,5.0
House,20000000,Bahria Town,Lahore,Punjab,31.37108,74.19031600000001,7,For Sale,5,Marla,10.0
House,17500000,Bahria Town,Lahore,Punjab,31.374195,74.191482,6,For Sale,5,Marla,10.0
Flat,3000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.521423,73.109236,1,For Sale,1,Marla,1.5
House,21000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.549693,73.13053599999999,6,For Sale,5,Marla,10.0
House,22500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.549693,73.13053599999999,6,For Sale,5,Marla,10.0
House,40000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.550408000000004,73.115473,7,For Sale,6,Kanal,1.0
House,38000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.55892,73.118649,6,For Sale,5,Kanal,1.0
House,22500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.550408000000004,73.115473,6,For Sale,5,Marla,10.0
House,40000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.549693,73.13053599999999,7,For Sale,6,Kanal,1.0
House,42000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.55892,73.118649,7,For Sale,6,Kanal,1.0
House,45000000,Gulistan-e-Jauhar,Karachi,Sindh,24.920687,67.116428,4,For Sale,4,Marla,10.6
House,72500000,North Nazimabad,Karachi,Sindh,24.941744,67.053638,8,For Sale,8,Marla,18.0
Flat,5000000,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,2,For Sale,2,Marla,4.0
Flat,3600000,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,1,For Sale,1,Marla,3.1
Flat,4800000,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,2,For Sale,2,Marla,4.0
Flat,5000000,E-11,Islamabad,Islamabad Capital,33.698244,72.984238,0,For Sale,0,Marla,3.8
Flat,9900000,E-11,Islamabad,Islamabad Capital,33.698244,72.984238,3,For Sale,3,Marla,7.6
Flat,4800000,Bahria Town,Islamabad,Islamabad Capital,33.692638,73.218813,1,For Sale,1,Marla,2.9
Flat,5656000,Bahria Town,Islamabad,Islamabad Capital,33.684112613827,73.243027925491,2,For Sale,2,Marla,3.6
Flat,5800000,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,2,For Sale,2,Marla,4.1
House,90000000,E-11,Islamabad,Islamabad Capital,33.704599,72.978702,9,For Sale,9,Kanal,1.0
House,45000000,Bahria Town,Lahore,Punjab,31.388758000000003,74.185073,4,For Sale,5,Kanal,1.7
Flat,5100000,Bahria Town,Lahore,Punjab,31.374414,74.177749,1,For Sale,1,Marla,2.0
House,12500000,Bahria Town,Lahore,Punjab,31.387824,74.193242,3,For Sale,3,Marla,8.0
House,90000000,Johar Town,Lahore,Punjab,31.462347,74.293642,0,For Sale,0,Kanal,5.0
House,17600000,Bahria Town,Lahore,Punjab,31.374195,74.191482,6,For Sale,5,Marla,10.0
House,11000000,Bahria Town,Lahore,Punjab,31.387823104858,74.193244934082,3,For Sale,3,Marla,5.0
House,23500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.549693,73.13053599999999,6,For Sale,5,Marla,11.0
House,13000000,Adiala Road,Rawalpindi,Punjab,33.550869,73.05618199999999,4,For Sale,4,Kanal,1.0
House,10500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.501131,73.111915,3,For Sale,3,Marla,8.0
House,38000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.549693,73.13053599999999,6,For Sale,5,Kanal,1.0
House,32500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.499892,73.05830999999999,8,For Sale,6,Kanal,1.0
House,40000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.497172,73.080883,8,For Sale,7,Kanal,1.0
House,40000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.549693,73.13053599999999,8,For Sale,6,Kanal,1.0
House,43000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.55892,73.118649,8,For Sale,6,Kanal,1.0
House,41000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.550408000000004,73.115473,8,For Sale,7,Kanal,1.0
House,51500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.55892,73.118649,8,For Sale,6,Kanal,1.0
House,47000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.549693,73.13053599999999,7,For Sale,5,Kanal,1.0
House,42500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.555451,73.13821800000001,8,For Sale,7,Kanal,1.0
House,40000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.550408000000004,73.115473,7,For Sale,6,Kanal,1.0
House,110000000,North Nazimabad,Karachi,Sindh,24.935635,67.05102,8,For Sale,8,Kanal,1.5
Flat,9500000,North Nazimabad,Karachi,Sindh,24.932405,67.030249,4,For Sale,3,Marla,6.0
Flat,25000,North Nazimabad,Karachi,Sindh,24.949176,67.051578,2,For Rent,2,Marla,4.9
Flat,18000,Gulistan-e-Jauhar,Karachi,Sindh,24.926606,67.13038399999999,0,For Rent,2,Marla,0.9
Flat,75000,I-8,Islamabad,Islamabad Capital,33.667211,73.075476,2,For Rent,0,Marla,5.1
House,21000000,Bahria Town,Islamabad,Islamabad Capital,33.550837268049,73.10628890991201,6,For Sale,5,Marla,10.0
House,36500000,Bahria Town,Islamabad,Islamabad Capital,33.550837268049,73.10628890991201,7,For Sale,6,Kanal,1.0
House,23500000,Bahria Town,Islamabad,Islamabad Capital,33.550837268049,73.10628890991201,6,For Sale,5,Marla,10.0
House,43000000,Bahria Town,Islamabad,Islamabad Capital,33.550837268049,73.10628890991201,8,For Sale,6,Kanal,1.0
House,23000000,Bahria Town,Islamabad,Islamabad Capital,33.550837268049,73.10628890991201,6,For Sale,5,Marla,10.0
House,115000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.550408000000004,73.115473,5,For Rent,5,Kanal,1.0
House,60000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.55892,73.118649,5,For Rent,4,Marla,11.0
House,16900000,Bahria Town,Lahore,Punjab,31.385627000000003,74.19681700000001,6,For Sale,5,Marla,8.0
House,11500000,Bahria Town,Lahore,Punjab,31.374249,74.176404,4,For Sale,3,Marla,5.0
House,17600000,Bahria Town,Lahore,Punjab,31.364887,74.186554,6,For Sale,5,Marla,10.0
Flat,1500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.53630408992,73.110658228397,1,For Sale,1,Marla,1.3
House,12000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.49116,73.093243,5,For Sale,4,Marla,7.0
House,23500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.549693,73.13053599999999,6,For Sale,5,Marla,10.0
House,27500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.55892,73.118649,6,For Sale,5,Marla,10.0
House,11000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.50136,73.10869100000001,3,For Sale,3,Marla,8.0
House,22000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.485576,73.08393000000001,5,For Sale,4,Marla,10.0
House,23000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.549693,73.13053599999999,5,For Sale,5,Marla,10.0
House,59000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.526943,73.093743,10,For Sale,11,Kanal,1.0
House,38500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.55892,73.118649,5,For Sale,5,Kanal,1.0
House,21000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.550408000000004,73.115473,6,For Sale,5,Marla,10.0
House,23500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.555594,73.133669,5,For Sale,4,Marla,10.0
House,40000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.55892,73.118649,7,For Sale,6,Kanal,1.0
House,21000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.550408000000004,73.115473,6,For Sale,5,Marla,10.0
House,23500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.549693,73.13053599999999,6,For Sale,5,Marla,10.0
House,23500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.550408000000004,73.115473,6,For Sale,5,Marla,10.0
Flat,4000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.573152,73.110881,1,For Sale,1,Marla,2.0
House,6500000,North Nazimabad,Karachi,Sindh,24.929369,67.045226,2,For Sale,3,Marla,3.2
Flat,8000000,Gulistan-e-Jauhar,Karachi,Sindh,24.924636840820003,67.14190673828101,3,For Sale,3,Marla,7.6
Flat,8000000,Gulistan-e-Jauhar,Karachi,Sindh,24.924636,67.141903,3,For Sale,3,Marla,7.6
House,72500000,North Nazimabad,Karachi,Sindh,24.941744,67.053638,8,For Sale,8,Marla,18.0
Flat,11500000,Gulistan-e-Jauhar,Karachi,Sindh,24.924636,67.141903,3,For Sale,3,Marla,10.7
House,15000000,Gulistan-e-Jauhar,Karachi,Sindh,24.913179,67.12195899999999,5,For Sale,6,Marla,6.0
Flat,3300000,Gulistan-e-Jauhar,Karachi,Sindh,24.91793323472,67.133079171181,2,For Sale,2,Marla,1.9
Flat,3700000,Gulistan-e-Jauhar,Karachi,Sindh,24.912026,67.13073299999999,2,For Sale,2,Marla,4.0
Flat,6000000,Gulistan-e-Jauhar,Karachi,Sindh,24.912026,67.13073299999999,2,For Sale,2,Marla,4.0
House,16000000,Gulistan-e-Jauhar,Karachi,Sindh,24.907822,67.129209,5,For Sale,5,Marla,7.0
Flat,2600000,Gulistan-e-Jauhar,Karachi,Sindh,24.912026,67.13073299999999,1,For Sale,1,Marla,2.2
Flat,25000,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,1,For Rent,1,Marla,2.2
Flat,35000,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,1,For Rent,1,Marla,2.2
Flat,35000,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,2,For Rent,2,Marla,5.3
House,300000,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,9,For Rent,9,Kanal,1.0
Flat,40000,E-11,Islamabad,Islamabad Capital,33.698244,72.984238,3,For Rent,3,Marla,4.4
House,72500000,Bahria Town,Islamabad,Islamabad Capital,33.550837268049,73.10628890991201,7,For Sale,6,Kanal,2.0
Flat,4500000,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,2,For Sale,2,Marla,4.7
House,54500000,I-8,Islamabad,Islamabad Capital,33.667640000000006,73.06594799999999,0,For Sale,4,Marla,12.4
Flat,9000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.53630408992,73.110658228397,1,For Rent,1,Marla,1.0
Flat,65000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.552089,73.139278,2,For Rent,2,Marla,7.1
Flat,50000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.55892,73.118649,2,For Rent,2,Marla,4.9
House,25000,Adiala Road,Rawalpindi,Punjab,33.51963,73.048,4,For Rent,4,Marla,5.0
House,17500000,Bahria Town,Lahore,Punjab,31.374195,74.191482,6,For Sale,5,Marla,10.0
House,11500000,Bahria Town,Lahore,Punjab,31.375514000000003,74.172735,4,For Sale,3,Marla,5.0
House,22500000,Bahria Town,Lahore,Punjab,31.374451,74.183121,7,For Sale,5,Marla,12.0
Flat,8500000,North Nazimabad,Karachi,Sindh,24.925362,67.039085,2,For Sale,2,Marla,4.8
Flat,6200000,Gulistan-e-Jauhar,Karachi,Sindh,24.912026,67.13073299999999,3,For Sale,3,Marla,6.0
Flat,17500000,North Nazimabad,Karachi,Sindh,24.936064,67.036125,3,For Sale,3,Marla,7.6
Flat,14500000,Gulistan-e-Jauhar,Karachi,Sindh,24.924636,67.141903,6,For Sale,4,Marla,12.0
House,16500000,Gulistan-e-Jauhar,Karachi,Sindh,24.923999,67.13414,6,For Sale,6,Marla,6.7
House,95000,Bahria Town,Islamabad,Islamabad Capital,33.692638,73.218813,7,For Rent,6,Marla,10.0
House,74800000,E-11,Islamabad,Islamabad Capital,33.698244,72.984238,10,For Sale,10,Kanal,1.0
House,15000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.498711,73.10435799999999,5,For Sale,4,Marla,8.0
House,21000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.549693,73.13053599999999,6,For Sale,5,Marla,10.0
Flat,5500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.549693,73.13053599999999,2,For Sale,2,Marla,4.0
Flat,3500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.550096,73.12381500000001,1,For Sale,1,Marla,3.2
Flat,45000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.549693,73.13053599999999,2,For Rent,2,Marla,4.4
Flat,16000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.555594,73.133669,1,For Rent,1,Marla,2.0
Flat,20000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.555594,73.133669,1,For Rent,1,Marla,3.1
Flat,17000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.50297,73.10216899999999,1,For Rent,2,Marla,3.5
House,35000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.498746999999995,73.100942,1,For Rent,2,Marla,5.0
Flat,60000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.552089,73.139278,2,For Rent,2,Marla,6.7
House,17500000,Bahria Town,Lahore,Punjab,31.371391,74.170096,7,For Sale,5,Marla,10.0
House,43000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.55892,73.118649,6,For Sale,5,Kanal,1.0
House,14000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.498497,73.101182,6,For Sale,5,Marla,7.0
Flat,17000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.4966,73.109311,2,For Rent,2,Marla,3.5
House,23000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.50136,73.10869100000001,2,For Rent,2,Marla,5.0
House,75000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.50136,73.10869100000001,3,For Rent,3,Marla,8.0
House,75000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.50136,73.10869100000001,3,For Rent,3,Marla,8.0
House,23000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.50136,73.10869100000001,2,For Rent,2,Marla,5.0
Flat,35000,Gulistan-e-Jauhar,Karachi,Sindh,24.924637,67.14191,3,For Rent,3,Marla,7.6
Flat,4500000,Gulistan-e-Jauhar,Karachi,Sindh,24.916185,67.135196,2,For Sale,2,Marla,3.8
Flat,2500000,Gulistan-e-Jauhar,Karachi,Sindh,24.916185,67.135196,1,For Sale,1,Marla,2.0
House,4500000,North Nazimabad,Karachi,Sindh,24.944397,67.041783,0,For Sale,0,Marla,4.4
Flat,12000000,Gulistan-e-Jauhar,Karachi,Sindh,24.924636,67.141903,3,For Sale,3,Marla,10.2
Flat,5200000,Gulistan-e-Jauhar,Karachi,Sindh,24.93591,67.152597,2,For Sale,2,Marla,4.2
Flat,6500000,Gulistan-e-Jauhar,Karachi,Sindh,24.912026,67.13073299999999,3,For Sale,3,Marla,6.0
House,28000000,Bahria Town,Islamabad,Islamabad Capital,33.692638,73.218813,6,For Sale,5,Marla,11.0
House,30000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.50297,73.10216899999999,3,For Rent,3,Marla,5.0
House,38000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.50136,73.10869100000001,3,For Rent,3,Marla,8.0
House,40000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.50136,73.10869100000001,2,For Rent,2,Marla,5.0
Flat,45000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.55892,73.118649,2,For Rent,2,Marla,4.4
House,23000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.50136,73.10869100000001,2,For Rent,2,Marla,5.0
Flat,18000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.521423,73.109236,1,For Rent,1,Marla,2.9
House,32000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.501131,73.111915,3,For Rent,3,Marla,5.0
House,37000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.50136,73.10869100000001,3,For Rent,3,Marla,8.0
Flat,80000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.550408000000004,73.115473,3,For Rent,2,Marla,6.2
Flat,20000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.555594,73.133669,1,For Rent,1,Marla,2.7
House,23000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.50136,73.10869100000001,2,For Rent,2,Marla,5.0
House,40000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.50136,73.10869100000001,2,For Rent,2,Marla,5.0
House,35000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.50136,73.10869100000001,3,For Rent,3,Marla,8.0
House,75000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.50136,73.10869100000001,3,For Rent,3,Marla,8.0
House,30000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.50297,73.10216899999999,3,For Rent,3,Marla,5.0
House,45000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.488368,73.09423000000001,4,For Rent,4,Marla,7.0
Flat,40000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.573152,73.110881,2,For Rent,2,Marla,4.9
Flat,30000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.555594,73.133669,1,For Rent,1,Marla,3.1
House,30000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.50297,73.10216899999999,3,For Rent,3,Marla,5.0
House,23000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.50136,73.10869100000001,2,For Rent,2,Marla,5.0
House,38000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.50136,73.10869100000001,3,For Rent,3,Marla,8.0
House,40000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.50136,73.10869100000001,0,For Rent,0,Marla,5.0
House,23000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.50136,73.10869100000001,2,For Rent,2,Marla,5.0
House,36000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.50136,73.10869100000001,3,For Rent,3,Marla,8.0
House,45000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.488368,73.09423000000001,4,For Rent,4,Marla,7.0
Flat,35000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.549693,73.13053599999999,1,For Rent,1,Marla,3.1
Flat,5000000,Bahria Town,Lahore,Punjab,31.364887,74.186554,1,For Sale,1,Marla,2.2
House,37000000,Bahria Town,Lahore,Punjab,31.378774,74.19031600000001,5,For Sale,4,Kanal,1.2
House,37000000,Bahria Town,Lahore,Punjab,31.374195,74.191482,4,For Sale,5,Kanal,1.0
House,137500000,Johar Town,Lahore,Punjab,31.46928106709,74.298274666071,5,For Sale,5,Kanal,1.0
House,19500000,Bahria Town,Lahore,Punjab,31.371391,74.170096,7,For Sale,5,Marla,10.0
House,18000000,Bahria Town,Lahore,Punjab,31.372105974878,74.186983108521,6,For Sale,5,Marla,10.0
House,16500000,Gulistan-e-Jauhar,Karachi,Sindh,24.916185,67.135196,4,For Sale,4,Marla,4.8
Flat,45000,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,2,For Rent,2,Marla,5.6
House,180000,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,6,For Rent,6,Kanal,1.0
House,90000,Bahria Town,Islamabad,Islamabad Capital,33.695972999999995,73.215615,6,For Rent,5,Marla,12.0
House,50000,Bahria Town,Islamabad,Islamabad Capital,33.698471999999995,73.223812,6,For Rent,3,Marla,5.0
House,170000000,E-11,Islamabad,Islamabad Capital,33.698135,72.97822,0,For Sale,0,Kanal,2.0
Flat,8800000,Bahria Town,Islamabad,Islamabad Capital,33.692638,73.218813,2,For Sale,2,Marla,6.1
House,38000000,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,7,For Sale,7,Marla,10.0
House,13500000,Bahria Town,Islamabad,Islamabad Capital,33.685404,73.226559,4,For Sale,3,Marla,5.0
House,58000000,I-8,Islamabad,Islamabad Capital,33.662782,73.077793,6,For Sale,6,Kanal,1.0
House,14500000,Satiana Road,Faisalabad,Punjab,31.372179,73.12559399999999,6,For Sale,4,Marla,10.0
House,15500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.505403,73.073587,6,For Sale,5,Marla,10.0
House,16000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.505618,73.078866,8,For Sale,6,Marla,10.0
House,55000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.570809767705995,73.117478389002,9,For Sale,9,Kanal,1.0
House,37500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.531951,73.115215,6,For Sale,6,Kanal,1.0
Flat,7500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.555451,73.13821800000001,3,For Sale,3,Marla,4.7
Flat,6000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.555451,73.13821800000001,2,For Sale,2,Marla,4.0
Flat,3800000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.555451,73.13821800000001,1,For Sale,1,Marla,2.9
Flat,2700000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.555451,73.13821800000001,1,For Sale,1,Marla,1.8
House,12500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.50136,73.10869100000001,5,For Sale,5,Marla,7.0
House,18000000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.485576,73.08393000000001,6,For Sale,5,Marla,10.0
House,5800000,Adiala Road,Rawalpindi,Punjab,33.51963,73.048,4,For Sale,4,Marla,5.0
House,22500000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.485576,73.08393000000001,6,For Sale,5,Marla,10.0
House,34800000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.550408000000004,73.115473,6,For Sale,9,Kanal,1.0
Flat,20000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.555594,73.133669,1,For Rent,1,Marla,3.3
Flat,50000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.549693,73.13053599999999,1,For Rent,1,Marla,3.6
House,38000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.50136,73.10869100000001,3,For Rent,3,Marla,8.0
Flat,45000,Bahria Town Rawalpindi,Rawalpindi,Punjab,33.562853999999994,73.11650300000001,1,For Rent,1,Marla,2.9
House,12500000,Johar Town,Lahore,Punjab,31.452243,74.274702,6,For Sale,5,Marla,5.0
House,21000000,Bahria Town,Lahore,Punjab,31.375843,74.189715,6,For Sale,5,Marla,10.0
House,37000000,Bahria Town,Lahore,Punjab,31.374195,74.191482,5,For Sale,4,Kanal,1.2
House,19800000,Bahria Town,Lahore,Punjab,31.379489000000003,74.185926,7,For Sale,5,Marla,10.0
House,15000000,Johar Town,Lahore,Punjab,31.448802,74.273844,5,For Sale,5,Marla,5.0
